what,kind,bundleId,bundleVersion,description,time
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336917867575
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336917867695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336917874808
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1336917877011
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1336917883359
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1336917883437
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1336917883464
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1336917883520
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1336917883901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336917884325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336917889329
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1336917889350
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1336917894638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336917901930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336917908595
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1336917944449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336917944529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336917946244
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1336917996708
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336918059192
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336918059339
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336918059342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336918072247
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1336918072388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918072705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1336918072732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336918072884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918076826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336918080771
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1336918081805
error,log,,,"Unable to create editor ID org.eclipse.wst.html.core.htmlsource.source: The file does not exist.",1336918081898
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336918082166
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336918082185
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336918082236
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1336918084585
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336918086905
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336918086908
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1336918089548
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1336918090315
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1336918090925
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1336918090995
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1336918091210
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336918091291
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336918091353
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1336918094821
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1336918094852
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1336918094853
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1336918095008
started,bundle,org.eclipse.mylyn.context.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.context.ui",1336918095047
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.6.0.v20120319-0200,"org.eclipse.mylyn.wikitext.tasks.ui",1336918096097
started,bundle,org.eclipse.mylyn.wikitext.ui,1.6.0.v20120319-0200,"org.eclipse.mylyn.wikitext.ui",1336918096151
started,bundle,org.eclipse.mylyn.wikitext.core,1.6.0.v20120319-0200,"org.eclipse.mylyn.wikitext.core",1336918096397
started,bundle,org.eclipse.mylyn.java.tasks,3.7.0.v20120319-0200,"org.eclipse.mylyn.java.tasks",1336918097287
opened,editor,org.eclipse.mylyn.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.ui.editors.task",1336918097404
activated,editor,org.eclipse.mylyn.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.ui.editors.task",1336918097970
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336918099811
closed,editor,org.eclipse.mylyn.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.ui.editors.task",1336918099811
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336918109399
activated,view,org.eclipse.mylyn.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.ui.views.tasks",1336918112557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918127415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918138279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918167726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918174089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918181726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918188452
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336918200975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918202015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1336918202047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336918202184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918203600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336918213621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918219618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918290010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336918291645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918292328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918335225
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336918337630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918374046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918435434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918439271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918513886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336918517759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919274760
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1336919278371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919286281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919310425
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1336919310984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919314632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919392386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919398905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919400256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919401708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919405250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919414573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919426354
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1336919430714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336919444013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919444609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919450381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336919453924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336919454586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920788849
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1336920791265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920791909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1336920791938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920795027
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1336920797330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336920800781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920802175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920829202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920830573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920831136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920831674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920851018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920852011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920872761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920873824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920937081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920942323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920942873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336920950492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336921070646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336921072013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336921676281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336921676612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336921676621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336921762890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336921765700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922046539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922047468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922117743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922118829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922119225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922119864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922168083
error,log,,,"Unexpected runtime error while computing a text hover",1336922177194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336922197707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922198628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922438581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922440467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922448989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922451433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922500239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336922503372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924190814
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1336924191854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924193269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1336924193292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336924193488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924195962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924198441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924203173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924204137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1336924204166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336924204283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924208220
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1336924209225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924209629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1336924209657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924212075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924214667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924222290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924222909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924299947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336924315511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924316936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924332882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336924334546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336932882522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336932885906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336933229859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336933236344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336933261291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336933262525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336933263536
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336933263701
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1336933264604
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1336933264624
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1336933264632
activated,perspective,org.eclipse.wst.jsdt.ui,,"org.eclipse.wst.jsdt.ui.JavaPerspective",1343821384988
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1343821384990
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1343821384990
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1343821384991
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1343821384992
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1343821384992
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1343821384993
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1343821384993
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1343821384994
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1343821384994
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1343821384995
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1343821384995
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1343821384996
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1343821384996
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1343821384996
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1343821384997
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1343821384997
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1343821385027
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1343821385028
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1343821385029
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1343821385029
started,bundle,com.vaadin.integration.eclipse,2.0.1.201105170102,"com.vaadin.integration.eclipse",1343821385030
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1343821385030
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1343821385031
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1343821385127
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1343821385128
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1343821385128
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1343821385128
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1343821385129
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1343821385161
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1343821385161
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1343821385162
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1343821385162
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1343821385163
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1343821385163
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1343821385164
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1343821385164
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1343821385257
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1343821385259
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1343821385261
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1343821385292
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.0.v20120319-0200,"org.eclipse.mylyn.bugzilla.core",1343821385295
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.bugzilla.ui",1343821385296
started,bundle,org.eclipse.mylyn.commons.core,3.7.0.v20120319-0200,"org.eclipse.mylyn.commons.core",1343821385297
started,bundle,org.eclipse.mylyn.commons.net,3.7.0.v20120319-0200,"org.eclipse.mylyn.commons.net",1343821385297
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.0.v20120319-0200,"org.eclipse.mylyn.commons.notifications.core",1343821385299
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.0.v20120319-0200,"org.eclipse.mylyn.commons.notifications.feed",1343821385301
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.0.v20120319-0200,"org.eclipse.mylyn.commons.notifications.ui",1343821385302
started,bundle,org.eclipse.mylyn.commons.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.commons.ui",1343821385303
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.0.v20120319-0200,"org.eclipse.mylyn.commons.workbench",1343821385305
started,bundle,org.eclipse.mylyn.context.core,3.7.0.v20120319-0200,"org.eclipse.mylyn.context.core",1343821385307
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.context.tasks.ui",1343821385308
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.monitor.ui",1343821385309
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.index.core",1343821385310
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.ui",1343821385339
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1343821385365
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1343821385390
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1343821385392
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1343821385392
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1343821385392
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1343821385393
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1343821385412
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1343821385413
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1343821385413
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1343821385414
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1343821385415
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1343821385455
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1343821385455
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1343821385525
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1343821385525
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1343821385526
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1343821385528
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1343821385529
os,sysinfo,,,"win32",1343821385538
arch,sysinfo,,,"x86_64",1343821385538
